Supergroup,Group,Object name,Object ID number,Quantity,Part number,Serial number,Donor/Lender/Vendor/Transfer Party,Acquisition method,Object lot ID,DGS paid,Transfer date,Delivery date,Current location,Accessioned?,ITAR status,ITAR code,Owned by/Loaned to,Item value,Insurance value,Insurance method,Notes
"Acquisitions from NASA/GSA","Misc. Display Items","RCC Test Article","2017.99a.137","1","","","NASA JSC","DGS","RCC Test Articles (part of Transfer Order: 930012435)","$ 10,000.00","2014 April 17","2014 June 1","CSC -> Air and Space bldg -> 1st floor -> open storage area -> box K1","","no","","Foundation","$ 454,000.00","","","Each leading edge panel is approx 23 in long, 32 in wide, and 27 in thick. We would want to display with the T-seal, which would add a couple of inches to the width."
"Acquisitions from NASA/GSA","Misc. Display Items","RCC Test Article","2017.99a.138","1","","","NASA JSC","DGS","RCC Test Articles (part of Transfer Order: 930012435)","$ 10,000.00","2014 April 17","2014 June 1","CSC -> Air and Space bldg -> 1st floor -> open storage area -> box K1","","no","","Foundation","$ 454,000.00","","","Each T-seal is approx 23 in long, 32 in wide, and 6 in thick. We would want to display with two leading edge panels."
"Acquisitions from NASA/GSA","Misc. Display Items","RCC Test Article","2017.99a.139","1","221-50011-115","SPRS 111009","NASA JSC","DGS","RCC Test Articles (part of Transfer Order: 930012435)","$ 10,000.00","2014 April 17","2014 June 1","CSC -> Air and Space bldg -> 1st floor -> open storage area -> box K1","","no","","Foundation","$ 454,000.00","","","Each T-seal is approx 23 in long, 32 in wide, and 6 in thick. We would want to display with two leading edge panels."
"Acquisitions from NASA/GSA","Misc. Display Items","Vent Debris Catcher, Crew Escape","2017.99a.140","1","","","NASA JSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2014 June 1","CSC -> Air and Space bldg","","no","","Foundation","$ 4,600.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Sleep Restraint (Apollo 16)","2017.99a.141","1","","","NASA JSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2014 June 1","CSC -> WAB -> garage -> Upjohn -> row I -> column I3 -> shelf I3.D","","no","","Foundation","$ 500.00","","","Transfer Order: 930012435"
"Acquisitions from NASA/GSA","Misc. Display Items","Multiplexer/Demultiplexer","2017.99a.142","1","","","NASA JSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2014 June 1","CSC -> Air and Space bldg","","no","","Foundation","$ 15,000.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Large US Flag","2017.99a.143","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Warning Sign","2017.99a.144","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Cockpit Display Picture","2017.99a.145","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Endeavour Flown Flag","2017.99a.146","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","TPS Board","2017.99a.147","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg -> 1st floor -> Discovery room","","no","","Foundation","$ 25.00","","","board likely will be taken apart into 5 subassemblies and put into a nicer display"
"Acquisitions from NASA/GSA","Misc. Display Items","Processing Team Photo","2017.99a.148","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","OV-105 Sign","2017.99a.149","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","OPF-2 Sign","2017.99a.150","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-113 Poster","2017.99a.151","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","HB2 FWD Sign","2017.99a.152","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","HB2 Schedule Board","2017.99a.153","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Endeavour Flag","2017.99a.154","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Endeavour Display","2017.99a.155","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","TPS Poster","2017.99a.156","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Endeavour Sign (White Room)","2017.99a.157","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 32.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","OPF Directional Signs","2017.99a.158","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 100.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Badge Boards","2017.99a.159","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","OPF2 Uniform","2017.99a.160","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> WAB -> garage -> Upjohn -> bin B","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Shuttle Tire Section","2017.99a.161","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Wiring Discrepency Board","2017.99a.162","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","FOD Banners","2017.99a.163","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","PLB Light Assembly","2017.99a.164","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 50,040.48","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Escape Basket Netting","2017.99a.165","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 April 17","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 500.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Orbiter-ET Frangible Nut","2017.99a.166","1","","","NASA JSC","DGS","Misc. Display Items","$ 7,077.00","2014 August 8","2014 August 7 at 17:00","CSC -> Phase II -> 4th floor -> Dennis Jenkins' office","","no","","Foundation","$ 2,000.00","$ 10,000.00","Foundation",""
"Acquisitions from NASA/GSA","Misc. Display Items","Bag","2017.99a.167","1","","","NASA JSC","DGS","Misc. Display Items","$ 7,077.00","2014 August 8","2014 August 7 at 17:00","CSC -> Air and Space bldg","","no","","Foundation","$ 202.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Bag","2017.99a.168","1","","","NASA JSC","DGS","Misc. Display Items","$ 7,077.00","2014 August 8","2014 August 7 at 17:00","CSC -> Air and Space bldg","","no","","Foundation","$ 202.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Bag","2017.99a.169","1","","","NASA JSC","DGS","Misc. Display Items","$ 7,077.00","2014 August 8","2014 August 7 at 17:00","CSC -> Air and Space bldg","","no","","Foundation","$ 202.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Bag","2017.99a.170","1","","","NASA JSC","DGS","Misc. Display Items","$ 7,077.00","2014 August 8","2014 August 7 at 17:00","CSC -> Air and Space bldg","","no","","Foundation","$ 202.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","195 level metal sign","2017.99a.171","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Endeavour / Canadian arm picture","2017.99a.172","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","FOD Bag","2017.99a.173","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","HB 1 extensible platform metal sign","2017.99a.174","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","HB 3 extensible platform metal sign","2017.99a.175","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Home of Endeavour OPF 2 metal sign","2017.99a.176","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","KSC legend poster board","2017.99a.177","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Large escape basket sign","2017.99a.178","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Large flag display / OPF bay 1","2017.99a.179","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Launch site principles plaque","2017.99a.180","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Midbody mechanical display board","2017.99a.181","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","OPF bay 2 framed picture","2017.99a.182","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","OPF bay 2 status board","2017.99a.183","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","SCAPE suit metal sign","2017.99a.184","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-88 Banner","2017.99a.185","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-99 Banner","2017.99a.186","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-108 Banner","2017.99a.187","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-111 Banner","2017.99a.188","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-113 Banner","2017.99a.189","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-123 Banner","2017.99a.190","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-126 Banner","2017.99a.191","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-127 Banner","2017.99a.192","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","STS-130 Banner","2017.99a.193","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 25.00","","",""
"Acquisitions from NASA/GSA","Misc. Display Items","Tool Set, Hatch","2017.99a.194","1","","","NASA KSC","DGS","Misc. Display Items","$ 7,077.00","2014 June 18","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 3,000.00","","",""
"Acquisitions from NASA/GSA","ET-94 Attach Hardware","ET-94 Attach Hardware","2017.99a.195","1","Many","","NASA MSFC","SWA","SF-122 153212","","2014 June 3","2014 June 11","CSC -> Air and Space bldg","","yes","IV, b, h : XV, c, e","Foundation","$ 781,593.99","$ 200,000.00","Foundation","Insured value to repair/recreate as needed"
"Acquisitions from NASA/GSA","ET Nut (fired)","ET Nut (Fired)","2017.99a.196","1","SKD26100099-302","030","NASA JSC","SWA","SF-122 JB34-14-288-01","","2014 October 15","2014 November 19","CSC -> Phase II -> 4th floor -> Dennis Jenkins' office","","no","","Foundation","$ 2,000.00","","",""
"Acquisitions from NASA/GSA","Gloves","Glove Assembly","2017.99a.197","1","807402-1047-025","","NASA JSC","DGS","Transfer Order: 930013938","$ 100.00","2014 November 10","2015 March 3","CSC -> WAB -> garage -> Upjohn -> row I -> column I3 -> shelf I3.C","","no","","Foundation","$ 100.00","","",""
